,tweetid,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,tweet_language,tweet_text,tweet_time,tweet_client_name,in_reply_to_userid,in_reply_to_tweetid,quoted_tweet_tweetid,is_retweet,retweet_userid,retweet_tweetid,latitude,longitude,quote_count,reply_count,like_count,retweet_count,hashtags,urls,user_mentions
58,998673667126185984,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"Expo Ticket to Replace Visa

https://t.co/UzNlmTlCLZ https://t.co/CBROWkTJbU",2018-05-21 21:15:00,Twitter for iPhone,,,,False,,,absent,absent,0,3,24,10,[],['https://exporussia2025.com/en/news/2874726'],[]
120,723443458673876992,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,Hello world https://t.co/QmtUJn2AZv,2016-04-22 09:28:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,[],[],[]
515,900470534957412352,cSo6BmR48bgoe4LxMuSZNVAXqmoRxxG5rMBbtLgL3vQ=,cSo6BmR48bgoe4LxMuSZNVAXqmoRxxG5rMBbtLgL3vQ=,cSo6BmR48bgoe4LxMuSZNVAXqmoRxxG5rMBbtLgL3vQ=,,,,46,38,2017-06-29,ru,en,"Erdogan vows to 'chop off heads of traitors' at coup anniversary rally
https://t.co/bi0MNtUpZj",2017-08-23 21:31:00,TweetDeck,,,,False,,,absent,absent,0,0,0,0,[],['http://leonkuravson.livejournal.com/177060.html'],[]
607,975043109640921088,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"Russia presents bid for EXPO 2025 to Association of Caribbean States.
Delegations from over 20 states and unions acknowledged benefits of holding the EXPO in Ekaterinburg. https://t.co/SeOJtjDqOQ",2018-03-17 16:16:00,Twitter Web Client,,,,False,,,absent,absent,0,1,8,2,[],[],[]
1409,758769586410053632,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,"Don't forget that I am human, don't forget that I am real...#i'llshowyou 🎧",2016-07-28 21:02:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,['i'],[],[]
1411,758670420035903489,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,Be flawless 👑😈 https://t.co/m9BZBkhmxI,2016-07-28 14:28:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,1,0,[],[],[]
1419,654672742273290240,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,#student like always 🎓🙏🏻 https://t.co/tpTle4LUW0,2015-10-15 14:58:00,Instagram,,,,False,,,absent,absent,0,0,0,0,['student'],['https://instagram.com/p/83MjilxsMO/'],[]
3115,1007207450947276805,AMPKdmVcQL6i8oRyQIUSs+pAOJvqcHymNq4fVrjndk=,AMPKdmVcQL6i8oRyQIUSs+pAOJvqcHymNq4fVrjndk=,AMPKdmVcQL6i8oRyQIUSs+pAOJvqcHymNq4fVrjndk=,,,,40,38,2017-06-29,ru,en,"What's up in Armenia? 

https://t.co/sH5Cpwj4em",2018-06-14 10:25:00,TweetDeck,,,,False,,,absent,absent,0,0,0,0,[],['https://www.quora.com/Whats-up-in-Armenia/answer/Eugen-Strijenok-1'],[]
3118,1012300365407105024,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"Oleg Artemyev, a Russian cosmonaut from Ekaterinburg, has posted on his Instagram a photo of the Ural capital from space showing the site of the future Expo Park.

https://t.co/elOjbFb8QK https://t.co/fvk64g5CIe",2018-06-28 11:43:00,Postmypost,,,,False,,,absent,absent,1,0,15,7,[],['https://exporussia2025.com/en/news/3096962'],[]
3127,966720026958057472,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"The presentation of the Russian bid for EXPO 2025 in Vanuatu. Head of the Russian Bid Committee Svetlana Sagaydak at a meeting with Vanuatu’s Minister for Tourism, Trade, Commerce and Business Joe Natuman https://t.co/h4pqVmfy3u",2018-02-22 17:03:00,Twitter Web Client,,,,False,,,absent,absent,1,1,18,3,[],[],[]
3309,657144545541517312,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,#university#autumn#hair#lazy 🐰💤 https://t.co/NG8Pg96kwT,2015-10-22 10:40:00,Instagram,,,,False,,,absent,absent,0,0,0,0,[],['https://instagram.com/p/9Iwms-xsEe/'],[]
4460,710567708371329025,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,I'm at My apartment https://t.co/E7MhrJ0VVd,2016-03-17 20:45:00,Foursquare,,,,False,,,present,present,0,0,0,0,[],['https://www.swarmapp.com/c/8qtaXNDPWSH'],[]
4461,722862649344716804,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,I'm at My apartment https://t.co/CXqCgdtxva https://t.co/k5EZx1ZEzD,2016-04-20 19:01:00,Foursquare,,,,False,,,present,present,0,0,0,0,[],['https://www.swarmapp.com/c/i1rVcjQxDYm'],[]
4466,689448172612022278,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,Love my city 😂😽 https://t.co/txfNlmhW73,2016-01-19 14:03:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,[],[],[]
4469,644451218308337665,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,Morning. Hard day ✊🐯 http://t.co/TFiZH0oJ55,2015-09-17 10:01:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,[],[],[]
6189,767415743352897538,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,,,,1555,19,2015-09-27,tr,en,"@TurkishAirlines just explain please, how do they do it? Is there anything I miss while askin?",2016-08-21 17:39:00,Twitter for Android,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,7.674155509768765e+17,,False,,,absent,absent,0,1,0,0,[],[],['18909186']
6490,647949909371568128,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,,,,1555,19,2015-09-27,tr,en,@luciesafarova my equipment mean power to me!,2015-09-27 01:44:00,Twitter Web Client,2449196382,6.41355116214227e+17,,False,,,absent,absent,0,0,0,0,[],[],['2449196382']
7088,764195346205540352,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,,,,1555,19,2015-09-27,tr,en,@TurkishAirlines don't you think that you need to inform your passengers about delays and give some proper explanation for what is next?,2016-08-12 20:22:00,Twitter Web Client,18909186,,,False,,,absent,absent,0,2,0,0,[],[],['18909186']
7090,764220625095385088,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,,,,1555,19,2015-09-27,tr,en,@TurkishAirlines Thanks for 2 delays in a row and for keeping hungry since 7pm. Good job! Definetely the best airlines in Europe!,2016-08-12 22:02:00,Twitter for Android,18909186,,,False,,,absent,absent,0,0,0,0,[],[],['18909186']
7091,1133294645390315521,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,"Санкт-Петербург, Россия",Free to play,https://t.co/N3IZErWqlK,49,344,2016-03-20,ru,en,"@libphil_ @StalinGulag What is happening now with the credit system in Russia is not yet a crisis, but may soon become one. After all, oil prices are falling, the price of gasoline are rising, after what the price of all rising too. Therefore, people take even more credits at unrealistically high rates",2019-05-28 08:51:00,Twitter for iPhone,1913054058,1.1332686696713871e+18,,False,,,absent,absent,0,0,5,0,[],[],"['1913054058', '20905367']"
7092,767415550976876544,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,,,,1555,19,2015-09-27,tr,en,"@TurkishAirlines I'm 195 cm and can not fit in your regular seats. Everytime I ask for fire exit on check-in, ur staff give me regular.",2016-08-21 17:38:00,Twitter for Android,18909186,,,False,,,absent,absent,0,1,0,0,[],[],['18909186']
7094,1133295299982692352,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,"Санкт-Петербург, Россия",Free to play,https://t.co/N3IZErWqlK,49,344,2016-03-20,ru,en,@libphil_ @StalinGulag which they soon will not be able to pay ofcourse. Then this bubble will burst.,2019-05-28 08:53:00,Twitter for iPhone,1913054058,1.1332686696713871e+18,,False,,,absent,absent,0,0,0,0,[],[],"['1913054058', '20905367']"
7272,1007561187792424962,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"Egypt is a strong adversary with solid defense and quick counterattacks. Although the team has a great potential, this is Egypt’s first Word Cup in 28 years.",2018-06-15 09:51:00,TweetDeck,dCYCEAADLIeiVYpm4k7YOHMQ8tDLcJoLcdJ8sQALaCg=,1.0075609536706273e+18,,False,,,absent,absent,0,0,0,0,[],[],[]
7274,1007560953670627328,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"At the World Cup Qualifier matches, Uruguay ranked second among all teams. The team’s star is Luis Suárez, the national top scorer and team captain. A Suárez face mask is a must-have for Uruguayan fans.",2018-06-15 09:50:00,TweetDeck,dCYCEAADLIeiVYpm4k7YOHMQ8tDLcJoLcdJ8sQALaCg=,1.0075607849337283e+18,,False,,,absent,absent,0,1,0,1,[],[],[]
7278,1008401278479847424,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,The Wheel was 75 meters in diameter and weighed about 2 thousand tons. It was rotated by the steam machines with a capacity of 1000 horsepower each. There were 36 passenger cars able to accommodate up to 60 people each.,2018-06-17 17:29:00,TweetDeck,dCYCEAADLIeiVYpm4k7YOHMQ8tDLcJoLcdJ8sQALaCg=,1.0084012222174863e+18,,False,,,absent,absent,0,0,0,0,[],[],[]
7279,1007142757079617536,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"Forty five million people visited the Expo, and the exhibition site of 490 hectares is still record large. The Expo site in Ekaterinburg shall cover 555 hectares which shall set a new record in the Expo history.",2018-06-14 06:08:00,TweetDeck,dCYCEAADLIeiVYpm4k7YOHMQ8tDLcJoLcdJ8sQALaCg=,1.0071427058629345e+18,,False,,,absent,absent,0,0,0,1,[],[],[]
7286,1007994554681888770,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"Should Ekaterinburg host Expo 2025, guests will be able to get to the exhibition not only by bus, trolleybus or underground, but also by the transport which is new for the city – monorail and water transport.",2018-06-16 14:33:00,TweetDeck,dCYCEAADLIeiVYpm4k7YOHMQ8tDLcJoLcdJ8sQALaCg=,1.0079943454029128e+18,,False,,,absent,absent,0,1,5,1,[],[],[]
7308,1133267133130051585,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,"Санкт-Петербург, Россия",Free to play,https://t.co/N3IZErWqlK,49,344,2016-03-20,ru,en,"@libphil_ @StalinGulag It's sad but high credit rates don’t prevent Russian people from buying unnecessary things. And necessary too. In fact, most people in Russia are in a deep debt hole and don’t even have a chance to get out of it.",2019-05-28 07:01:00,Twitter for iPhone,1913054058,1.1332593087943066e+18,,False,,,absent,absent,0,1,14,0,[],[],"['1913054058', '20905367']"
7790,1111261891073056768,gzRBg5IeXLinTL77MqLeLlxIWhnaj9nDYd+hIfQbOiA=,gzRBg5IeXLinTL77MqLeLlxIWhnaj9nDYd+hIfQbOiA=,gzRBg5IeXLinTL77MqLeLlxIWhnaj9nDYd+hIfQbOiA=,"Москва, Россия",Авторизованный магазин DJI,,4,37,2018-08-02,ru,en,@OsitaLV painful...,2019-03-28 13:40:00,Twitter Web Client,849337179994193922,1.1107522088474378e+18,,False,,,absent,absent,0,0,0,0,[],[],['849337179994193922']
8051,1011176705262792704,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"In the very center of our pavilion there was the Kosmos cinema resembling a huge lentils grain. The cinema featured space films with stereo and video effects. After the exhibition, the Soviet pavilion was dismantled. Later it was installed at VDNKh.",2018-06-25 09:18:00,TweetDeck,dCYCEAADLIeiVYpm4k7YOHMQ8tDLcJoLcdJ8sQALaCg=,1.01117661431774e+18,,False,,,absent,absent,1,2,2,2,[],[],[]
8056,1011557605368623105,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"Twenty years later, the first landline telephone service systems were launched around the world; and in 1898, the first telephone line in Russia connected the cities of Moscow and St. Petersburg.",2018-06-26 10:31:00,TweetDeck,dCYCEAADLIeiVYpm4k7YOHMQ8tDLcJoLcdJ8sQALaCg=,1.0115575554815959e+18,,False,,,absent,absent,4,7,12,8,[],[],[]
8064,1006887691118632960,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"@OlegMKS We are backed from both the Earth and the outer space! Such support is truly priceless!

https://t.co/NkaGMFK7CC",2018-06-13 13:15:00,TweetDeck,dCYCEAADLIeiVYpm4k7YOHMQ8tDLcJoLcdJ8sQALaCg=,1.0068876509455892e+18,,False,,,absent,absent,0,0,2,0,[],['https://exporussia2025.com/en/news/3006306'],['2459541229']
8067,1007994345402912768,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"Fans can use their FAN IDs with a date of the game to travel by underground, some buses, trams and trolleybuses for free. There are also free shuttles for everybody.",2018-06-16 14:32:00,TweetDeck,dCYCEAADLIeiVYpm4k7YOHMQ8tDLcJoLcdJ8sQALaCg=,1.0079942976591176e+18,,False,,,absent,absent,0,1,3,1,[],[],[]
8255,1111569869290516482,JNR8cQ+sxybH8DtQdhHpge2IxtiQ0SxrhbnTfLIA=,JNR8cQ+sxybH8DtQdhHpge2IxtiQ0SxrhbnTfLIA=,JNR8cQ+sxybH8DtQdhHpge2IxtiQ0SxrhbnTfLIA=,,Привозим продукты домой и в офис 🤓,https://t.co/oqBFIjK23f,531,164,2018-10-02,ru,en,@AS49303 fbi open up https://t.co/ewGP0vEbac,2019-03-29 10:04:00,Twitter Web Client,733791529479884801,1.1115675944720712e+18,,False,,,absent,absent,0,0,0,0,[],[],['733791529479884801']
8356,772801077800538112,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,,,,1555,19,2015-09-27,tr,en,@TK_HelpDesk will you send me black olive via e-mail? This is just a feedback. Solve it with your supplier.,2016-09-05 14:18:00,Twitter for Android,928299134,7.728004860597699e+17,,False,,,absent,absent,0,2,0,0,[],[],['928299134']
8362,772794093369974784,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,l0wB94N2wiE6ZBfpRmiiJ3C24UWTLOkCSh093P80k=,,,,1555,19,2015-09-27,tr,en,"@TK_HelpDesk Am I the only one who sees no sign of black olive in this savoury, given by Europe's best airlines? https://t.co/exB5SCMhz1",2016-09-05 13:50:00,Twitter for Android,928299134,,,False,,,absent,absent,0,2,0,0,[],[],['928299134']
8688,687751383068585984,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,#GN always keep dreaming https://t.co/CU9lphjYKC,2016-01-14 21:41:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,['GN'],[],[]
8690,779775348212916224,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,Don't be blind,2016-09-24 20:11:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,[],[],[]
8693,728469735285751808,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,Sunshine lady 💛 Good morning 💛 https://t.co/o05poEaOf9,2016-05-06 06:21:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,[],[],[]
8697,702857444066729985,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,TRAVEL 👻 https://t.co/dwZlRG35eT,2016-02-25 14:07:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,1,0,[],[],[]
9667,712553285325090816,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,"Санкт-Петербург, Россия",Free to play,https://t.co/N3IZErWqlK,49,344,2016-03-20,ru,en,@w33haa my heart is broken сos of you :( wish you to find a team that will appreciate you!!!,2016-03-23 08:15:00,Twitter Web Client,2582252852,7.124456007263928e+17,,False,,,absent,absent,0,0,0,0,[],[],['2582252852']
10043,1154004322155413505,JNR8cQ+sxybH8DtQdhHpge2IxtiQ0SxrhbnTfLIA=,JNR8cQ+sxybH8DtQdhHpge2IxtiQ0SxrhbnTfLIA=,JNR8cQ+sxybH8DtQdhHpge2IxtiQ0SxrhbnTfLIA=,,Привозим продукты домой и в офис 🤓,https://t.co/oqBFIjK23f,531,164,2018-10-02,ru,en,@pr_and_people You are breathtaking!,2019-07-24 12:24:00,Twitter for iPhone,1108784420247478273,1.153962701498065e+18,,False,,,absent,absent,0,0,0,0,[],[],['1108784420247478273']
10076,725197196178673665,9pdCoc08Ey6DGUS3Ty2Nk+uQFYqz7h6QIg8p5cRlOMo=,9pdCoc08Ey6DGUS3Ty2Nk+uQFYqz7h6QIg8p5cRlOMo=,9pdCoc08Ey6DGUS3Ty2Nk+uQFYqz7h6QIg8p5cRlOMo=,,,,8,79,2016-03-18,ru,en,"@UnixPython yep, but without images 😂",2016-04-27 05:37:00,Twitter for Android,707902438460801024,7.250766940973793e+17,,False,,,absent,absent,0,1,0,0,[],[],['707902438460801024']
10225,1153990673915404288,JNR8cQ+sxybH8DtQdhHpge2IxtiQ0SxrhbnTfLIA=,JNR8cQ+sxybH8DtQdhHpge2IxtiQ0SxrhbnTfLIA=,JNR8cQ+sxybH8DtQdhHpge2IxtiQ0SxrhbnTfLIA=,,Привозим продукты домой и в офис 🤓,https://t.co/oqBFIjK23f,531,164,2018-10-02,ru,en,"@tvoyi_muziki @Gipotez4 @growfoodrus @KrasnoeBeloe @k0vriki Kstati! Napishite nam v ls, my hotim with you collaboration sdelat",2019-07-24 11:29:00,Twitter for iPhone,929948388623306752,1.1539857266457887e+18,,False,,,absent,absent,0,1,1,0,[],[],"['929948388623306752', '2769844226', '777841638907473920', '347676419', '1072533800314462208']"
10288,712659327589421056,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,"Санкт-Петербург, Россия",Free to play,https://t.co/N3IZErWqlK,49,344,2016-03-20,ru,en,@w33haa @MiSeRyDOTA boys come to russia xD,2016-03-23 15:16:00,Twitter Web Client,2582252852,7.126542034208113e+17,,False,,,absent,absent,0,0,0,0,[],[],"['2582252852', '346740028']"
10474,1100700715159310336,lmMy0DjkZxTmllSx7dJzz0Ht2TEjNbe6uo6fAAWQV0=,lmMy0DjkZxTmllSx7dJzz0Ht2TEjNbe6uo6fAAWQV0=,lmMy0DjkZxTmllSx7dJzz0Ht2TEjNbe6uo6fAAWQV0=,,,,0,7,2018-08-21,en,en,@charli_xcx some Russian electropop goodness for your spotify playlist https://t.co/brRXJ2Rltg,2019-02-27 10:14:00,Twitter Web Client,103012173,,,False,,,absent,absent,0,0,1,0,[],['https://open.spotify.com/album/5570lB3b6SnKT5sZPEvWmE'],['103012173']
10512,1175380075090460677,lmMy0DjkZxTmllSx7dJzz0Ht2TEjNbe6uo6fAAWQV0=,lmMy0DjkZxTmllSx7dJzz0Ht2TEjNbe6uo6fAAWQV0=,lmMy0DjkZxTmllSx7dJzz0Ht2TEjNbe6uo6fAAWQV0=,,,,0,7,2018-08-21,en,en,"@charli_xcx First thing I did this morning is to check the tour setlist and I was ELATED! We never get a popstar who perform all of their incredible album in full. And we're forever grateful. You're the one, Charli. Keep being your awesome self xo",2019-09-21 12:03:00,Twitter Web App,103012173,1.1751381440370688e+18,,False,,,absent,absent,0,0,1,0,[],[],['103012173']
11104,603885644314714112,kXFgx3LtVtSeuEDSstzJClaUxrj7SixXLvk6YXe74=,kXFgx3LtVtSeuEDSstzJClaUxrj7SixXLvk6YXe74=,kXFgx3LtVtSeuEDSstzJClaUxrj7SixXLvk6YXe74=,,,,483,61,2015-05-28,ru,en,I posted a new photo to Facebook http://t.co/SyQttDjwnT,2015-05-28 11:28:00,Facebook,,,,False,,,absent,absent,0,0,0,0,[],['http://fb.me/7kKT94De4'],[]
11830,900470534722531330,kRJNidujlB3JRtXakkDIUvdAfUP4T96jEhSQLbSY2hk=,kRJNidujlB3JRtXakkDIUvdAfUP4T96jEhSQLbSY2hk=,kRJNidujlB3JRtXakkDIUvdAfUP4T96jEhSQLbSY2hk=,,,,46,58,2017-06-29,ru,en,"Erdogan vows to 'chop off heads of traitors' at coup anniversary rally
https://t.co/vVUSod42Et",2017-08-23 21:31:00,TweetDeck,,,,False,,,absent,absent,0,0,0,0,[],['http://leonkuravson.livejournal.com/177060.html'],[]
11878,657675812066320384,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,#autumn#cold#university winter is coming 😶❄️ https://t.co/5WEn38kN5G,2015-10-23 21:51:00,Instagram,,,,False,,,absent,absent,0,0,0,0,[],['https://instagram.com/p/9MiMZzRsIq/'],[]
13238,660023922814005248,3601120683,"Архив студии карикатуры ""Чебурашка""",Of_Cheburashka,,Наш официальный аккаунт: @Of_Cheburashka_,,88601,73212,2015-09-09,ru,en,"#Карикатура_от_Чебурашки

Facepalm https://t.co/W2JKGnvv4f",2015-10-30 09:22:00,Twitter Web Client,,,,False,,,absent,absent,0,0,0,0,['Карикатура_от_Чебурашки'],[],[]
